dt,Country,AverageTemperature
1901,Armenia,9.253
1901,Aruba,27.782666666666668
1901,Asia,7.39525
1901,Australia,21.582583333333332
1901,Austria,5.6565
1901,Azerbaijan,11.647916666666667
1901,Bahamas,24.37425
1901,Bahrain,26.209333333333333
1901,Baker Island,25.010500000000004
1901,Bangladesh,25.0585
1901,Barbados,26.46225
1901,Belarus,6.258083333333334
1901,Belgium,9.049583333333333
1901,Belize,23.934083333333334
1901,Benin,26.932583333333337
1901,Bhutan,11.98375
1901,Bolivia,20.994083333333332
1901,Bonaire-Saint Eustatius And Saba,27.094333333333335
1901,Bosnia and Herz.,9.981666666666667
1901,Botswana,21.522333333333336
1901,Brazil,24.777583333333336
1901,British Virgin Islands,26.409499999999998
1901,Bulgaria,10.496
1901,Burkina Faso,27.779083333333332
1901,Burma,23.92175
1901,Burundi,20.57166666666667
1901,Cambodia,26.473666666666663
1901,Cameroon,24.449833333333334
1901,Canada,-5.05225
1901,Cape Verde,24.214166666666667
1901,Cayman Islands,26.008583333333334
1901,Central African Rep.,25.808083333333332
1901,Chad,27.386499999999998
1901,Chile,9.476
1901,China,6.5375000000000005
1901,Christmas Island,25.53708333333333
1901,Colombia,24.559166666666666
1901,Comoros,25.40041666666667
1901,Congo,24.675583333333336
1901,Costa Rica,24.89
1901,Croatia,10.83475
1901,Cuba,24.755666666666666
1901,Curaçao,27.251166666666666
1901,Cyprus,19.444333333333333
1901,Czechia,7.14675
1901,Côte d'Ivoire,25.75583333333333
1901,Dem. Rep. Congo,24.17
1901,Denmark,-18.00175
1901,Denmark (Europe),7.876916666666666
1901,Djibouti,28.513416666666668
1901,Dominica,26.11425
1901,Dominican Rep.,25.55475
1901,Ecuador,21.49
1901,Egypt,23.181583333333332
1901,El Salvador,24.134249999999998
1901,Eq. Guinea,24.902
1901,Eritrea,26.615333333333336
1901,Estonia,5.230166666666666
1901,Ethiopia,22.980666666666668
1901,Europe,7.757083333333333
1901,Falkland Is.,6.291583333333333
1901,Faroe Islands,6.771583333333333
1901,Federated States Of Micronesia,26.697
1901,Fiji,24.43616666666667
1901,Finland,1.5940833333333335
1901,France,12.328416666666667
1901,France (Europe),9.817666666666668
1901,French Guiana,25.85291666666667
1901,French Polynesia,25.721833333333336
1901,Gabon,24.286583333333336
1901,Gambia,27.550166666666666
1901,Gaza Strip,19.9305
1901,Georgia,8.928749999999999
1901,Germany,7.6810833333333335
1901,Ghana,26.43316666666667
1901,Greece,14.829416666666667
1901,Greenland,-18.53441666666667
1901,Grenada,26.67191666666667
1901,Guadeloupe,26.338833333333337
1901,Guatemala,22.326666666666668
1901,Guernsey,10.509916666666667
1901,Guinea,25.392333333333337
1901,Guinea-Bissau,26.77725
1901,Guyana,26.0645
1901,Haiti,26.187166666666666
1901,Honduras,23.805583333333335
1901,Hong Kong,22.36991666666667
1901,Hungary,9.386583333333334
1901,Iceland,1.7332500000000002
1901,India,24.08425
1901,Indonesia,25.392416666666666
1901,Iran,17.893583333333336
1901,Iraq,22.73966666666667
1901,Ireland,9.119166666666667
1901,Isle Of Man,9.248333333333333
1901,Israel,20.34391666666667
1901,Italy,12.205583333333331
1901,Jamaica,25.60241666666667
1901,Japan,11.680166666666667
1901,Jersey,10.509916666666667
1901,Jordan,20.113583333333334
1901,Kazakhstan,5.188666666666666
1901,Kenya,24.294
1901,Kingman Reef,26.915666666666667
1901,Kiribati,26.458083333333335
1901,Kuwait,25.79116666666667
1901,Kyrgyzstan,2.8009166666666663
1901,Laos,23.472166666666666
1901,Latvia,5.729
1901,Lebanon,18.388083333333334
1901,Lesotho,13.323583333333334
1901,Liberia,25.28408333333333
1901,Libya,22.345250000000004
1901,Liechtenstein,4.00925
1901,Lithuania,6.26875
1901,Luxembourg,8.6565
1901,Macau,22.148833333333332
1901,Macedonia,10.290833333333333
1901,Madagascar,22.688916666666668
1901,Malawi,21.136333333333333
1901,Malaysia,25.480583333333332
1901,Mali,28.143333333333334
1901,Malta,18.40025
1901,Martinique,26.11425
1901,Mauritania,27.523916666666665
1901,Mauritius,23.520166666666668
1901,Mayotte,26.10591666666667
1901,Mexico,20.28525
1901,Moldova,9.021083333333333
1901,Monaco,8.285750000000002
1901,Mongolia,-0.8058333333333333
1901,Montenegro,9.935166666666666
1901,Montserrat,26.393666666666665
1901,Morocco,17.47191666666667
1901,Mozambique,23.199916666666667
1901,Namibia,20.357833333333335
1901,Nepal,15.017916666666666
1901,Netherlands,9.17025
1901,Netherlands (Europe),8.76975
1901,New Caledonia,22.92516666666667
1901,New Zealand,9.703916666666666
1901,Nicaragua,25.14316666666667
1901,Niger,27.238333333333333
1901,Nigeria,26.547416666666667
1901,Niue,24.53933333333333
1901,North America,2.0420000000000003
1901,North Korea,6.548916666666668
1901,Norway,0.347166666666667
1901,Oceania,21.391833333333334
1901,Oman,26.62266666666667
1901,Pakistan,20.514083333333332
1901,Palau,27.30666666666667
1901,Palestina,23.345333333333333
1901,Palmyra Atoll,26.949
1901,Panama,25.741583333333335
1901,Papua New Guinea,24.324166666666667
1901,Paraguay,23.413166666666665
1901,Peru,19.71475
1901,Philippines,26.05816666666667
1901,Poland,7.406916666666667
1901,Portugal,14.351333333333335
1901,Puerto Rico,25.57025
1901,Qatar,26.938083333333335
1901,Reunion,23.34658333333334
1901,Romania,8.659833333333333
1901,Russia,-5.460083333333333
1901,Rwanda,19.87675
1901,Saint Barthélemy,26.662833333333335
1901,Saint Kitts And Nevis,25.863500000000002
1901,Saint Lucia,26.609333333333336
1901,Saint Martin,26.662833333333335
1901,Saint Pierre And Miquelon,5.3580000000000005
1901,Saint Vincent And The Grenadines,26.717583333333334
1901,Samoa,25.861583333333332
1901,San Marino,13.220416666666667
1901,Sao Tome And Principe,25.690916666666666
1901,Saudi Arabia,25.75975
1901,Senegal,27.970916666666668
1901,Serbia,9.714250000000002
1901,Seychelles,26.13775
1901,Sierra Leone,25.985833333333332
1901,Singapore,26.056833333333334
1901,Sint Maarten,26.662833333333335
1901,Slovakia,7.24775
1901,Slovenia,9.04025
1901,Solomon Is.,26.502416666666665
1901,Somalia,26.485166666666668
1901,South Africa,16.909166666666668
1901,South America,21.849666666666668
1901,South Georgia And The South Sandwich Isla,1.1784166666666667
1901,South Korea,11.296
1901,Spain,13.087416666666668
1901,Sri Lanka,27.148
1901,Sudan,27.63383333333333
1901,Suriname,26.38491666666667
1901,Svalbard And Jan Mayen,-7.7004166666666665
1901,Sweden,2.772
1901,Switzerland,6.294250000000001
1901,Syria,18.875916666666665
1901,Taiwan,21.3635
1901,Tajikistan,3.806083333333333
1901,Tanzania,22.313833333333335
1901,Thailand,26.055666666666667
1901,Timor-Leste,25.691666666666666
1901,Togo,26.620166666666666
1901,Tonga,22.687083333333334
1901,Trinidad and Tobago,26.070333333333334
1901,Tunisia,19.703666666666667
1901,Turkey,12.392416666666668
1901,Turkmenistan,14.980666666666666
1901,Turks And Caicas Islands,26.390333333333334
1901,Uganda,23.834166666666665
1901,Ukraine,8.187416666666666
1901,United Arab Emirates,27.63625
1901,United Kingdom,8.379166666666666
1901,United Kingdom (Europe),8.518500000000001
1901,United States of America,8.494916666666667
1901,Uruguay,17.040333333333333
1901,Uzbekistan,12.297916666666666
1901,Venezuela,25.008416666666665
1901,Vietnam,23.436916666666665
1901,Virgin Islands,26.409499999999998
1901,W. Sahara,22.38525
1901,Yemen,25.85183333333333
1901,Zambia,21.056166666666666
1901,Zimbabwe,20.675250000000002
1901,eSwatini,18.32
1901,Åland,5.729083333333333
1902,Afghanistan,14.505833333333335
1902,Africa,23.901916666666665
1902,Albania,12.482666666666667
1902,Algeria,23.05241666666667
1902,American Samoa,26.1775
1902,Andorra,10.957416666666667
1902,Angola,21.63575
1902,Anguilla,26.50066666666667
1902,Antigua And Barbuda,26.361666666666668
1902,Argentina,14.621166666666667
1902,Armenia,8.504166666666668
1902,Aruba,27.895083333333332
1902,Asia,6.922916666666667
1902,Australia,21.597916666666666
1902,Austria,5.577000000000001
1902,Azerbaijan,11.004916666666666
1902,Bahamas,24.766666666666666
1902,Bahrain,25.993750000000002
1902,Baker Island,24.94116666666667
1902,Bangladesh,24.746333333333336
1902,Barbados,26.36666666666667
1902,Belarus,4.307666666666667
1902,Belgium,8.818833333333334
1902,Belize,24.802666666666667
1902,Benin,26.742333333333335
1902,Bhutan,11.5685
1902,Bolivia,20.910833333333333
1902,Bonaire-Saint Eustatius And Saba,27.1945
1902,Bosnia and Herz.,10.097916666666668
1902,Botswana,21.426833333333335
1902,Brazil,24.71083333333333
1902,British Virgin Islands,26.209583333333338
1902,Bulgaria,10.035666666666666
1902,Burkina Faso,27.863083333333336
1902,Burma,23.652083333333334
1902,Burundi,20.209
1902,Cambodia,26.59583333333333
1902,Cameroon,23.89725
1902,Canada,-5.170916666666667
1902,Cape Verde,24.15125
1902,Cayman Islands,26.52208333333333
1902,Central African Rep.,24.988583333333334
1902,Chad,26.751833333333334
1902,Chile,9.18175
1902,China,6.744666666666666
1902,Christmas Island,25.44775
1902,Colombia,24.66275
1902,Comoros,25.78616666666667
1902,Congo,24.23691666666667
1902,Costa Rica,25.264750000000003
1902,Croatia,10.875333333333332
1902,Cuba,25.152
1902,Curaçao,27.366
1902,Cyprus,19.013083333333334
1902,Czechia,6.615166666666667
1902,Côte d'Ivoire,25.544666666666668
1902,Dem. Rep. Congo,23.74383333333333
1902,Denmark,-18.399416666666667
1902,Denmark (Europe),6.690833333333334
1902,Djibouti,28.52316666666667
1902,Dominica,26.07858333333333
1902,Dominican Rep.,25.35175
1902,Ecuador,21.57825
1902,Egypt,22.624916666666667
1902,El Salvador,24.62783333333333
1902,Eq. Guinea,24.444916666666668
1902,Eritrea,26.37816666666667
1902,Estonia,2.9560833333333334
1902,Ethiopia,22.723333333333333
1902,Europe,6.916416666666667
1902,Falkland Is.,5.207166666666667
1902,Faroe Islands,6.07825
1902,Federated States Of Micronesia,26.3738
1902,Fiji,24.131083333333333
1902,Finland,-0.9624166666666668
1902,France,12.391916666666667
1902,France (Europe),9.987499999999999
1902,French Guiana,25.465166666666665
1902,French Polynesia,25.751416666666668
1902,Gabon,23.908666666666665
1902,Gambia,27.629583333333333
1902,Gaza Strip,19.527833333333334
1902,Georgia,7.887583333333333
1902,Germany,7.256666666666667
1902,Ghana,26.21475
1902,Greece,14.699
1902,Greenland,-18.91566666666667
1902,Grenada,26.636333333333337
1902,Guadeloupe,26.270416666666666
1902,Guatemala,22.867416666666667
1902,Guernsey,10.407166666666667
1902,Guinea,25.29641666666667
1902,Guinea-Bissau,26.781166666666667
1902,Guyana,25.82133333333333
1902,Haiti,26.065583333333336
1902,Honduras,24.43433333333333
1902,Hong Kong,23.016583333333333
1902,Hungary,8.82375
1902,Iceland,0.7196666666666666
1902,India,24.31866666666667
1902,Indonesia,25.205416666666668
1902,Iran,17.993333333333332
1902,Iraq,22.210833333333337
1902,Ireland,9.110166666666666
1902,Isle Of Man,8.952833333333333
1902,Israel,19.916
1902,Italy,12.516750000000002
1902,Jamaica,25.85891666666667
1902,Japan,11.52375
1902,Jersey,10.407166666666667
1902,Jordan,19.60925
1902,Kazakhstan,5.325583333333333
1902,Kenya,24.088333333333335
1902,Kingman Reef,26.711000000000002
1902,Kiribati,26.35175
1902,Kuwait,25.47475
1902,Kyrgyzstan,3.229333333333333
1902,Laos,23.89816666666667
1902,Latvia,3.5875
1902,Lebanon,17.93225
1902,Lesotho,13.11925
1902,Liberia,25.026416666666666
1902,Libya,22.120333333333335
1902,Liechtenstein,4.238583333333334
1902,Lithuania,4.218166666666667
1902,Luxembourg,8.543000000000001
1902,Macau,22.81725
1902,Macedonia,10.19325
1902,Madagascar,22.801666666666666
1902,Malawi,21.504666666666665
1902,Malaysia,25.408583333333336
1902,Mali,28.432916666666667
1902,Malta,18.4985
1902,Martinique,26.07858333333333
1902,Mauritania,27.694000000000003
1902,Mauritius,23.310833333333335
1902,Mayotte,26.409333333333336
1902,Mexico,20.581583333333334
1902,Moldova,7.803333333333334
1902,Monaco,8.72025
1902,Mongolia,-0.5620833333333334
1902,Montenegro,9.96375
1902,Montserrat,26.31741666666667
1902,Morocco,17.510833333333334
1902,Mozambique,23.526583333333335
1902,Namibia,20.108166666666666
1902,Nepal,15.01
1902,Netherlands,8.6925
1902,Netherlands (Europe),8.279083333333334
1902,New Caledonia,22.06975
1902,New Zealand,9.182833333333333
1902,Nicaragua,25.66825
1902,Niger,27.148583333333335
1902,Nigeria,26.214916666666667
1902,Niue,24.553749999999997
1902,North America,1.9806666666666668
1902,North Korea,6.816
1902,Norway,-1.1969166666666669
1902,Oceania,21.345333333333333
1902,Oman,26.98566666666667
1902,Pakistan,21.173666666666666
1902,Palau,26.442
1902,Palestina,22.767333333333337
1902,Palmyra Atoll,26.743750000000002
1902,Panama,26.022583333333333
1902,Papua New Guinea,23.60891666666667
1902,Paraguay,23.593500000000002
1902,Peru,19.71441666666667
1902,Philippines,26.03633333333333
1902,Poland,6.066583333333334
1902,Portugal,14.433333333333332
1902,Puerto Rico,25.279833333333332
1902,Qatar,26.869249999999997
1902,Reunion,23.147333333333336
1902,Romania,7.8700833333333335
1902,Russia,-7.002750000000002
1902,Rwanda,19.36375
1902,Saint Barthélemy,26.50066666666667
1902,Saint Kitts And Nevis,25.789416666666668
1902,Saint Lucia,26.57875
1902,Saint Martin,26.50066666666667
1902,Saint Pierre And Miquelon,4.970916666666667
1902,Saint Vincent And The Grenadines,26.72725
1902,Samoa,25.86775
1902,San Marino,13.468416666666668
1902,Sao Tome And Principe,25.266000000000002
1902,Saudi Arabia,25.536833333333334
1902,Senegal,28.022000000000002
1902,Serbia,9.512916666666667
1902,Seychelles,26.351416666666665
1902,Sierra Leone,25.79433333333333
1902,Singapore,25.98483333333333
1902,Sint Maarten,26.50066666666667
1902,Slovakia,6.423166666666667
1902,Slovenia,9.113750000000001
1902,Solomon Is.,25.8055
1902,Somalia,26.590500000000002
1902,South Africa,16.713833333333334
1902,South America,21.780416666666667
1902,South Georgia And The South Sandwich Isla,0.6023636363636364
1902,South Korea,11.809666666666667
1902,Spain,13.32475
1902,Sri Lanka,27.012333333333334
1902,Sudan,26.864833333333333
1902,Suriname,25.96558333333333
1902,Svalbard And Jan Mayen,-8.772
1902,Sweden,0.813083333333333
1902,Switzerland,6.640666666666667
1902,Syria,18.194166666666668
1902,Taiwan,21.959333333333333
1902,Tajikistan,4.1321666666666665
1902,Tanzania,22.45675
1902,Thailand,26.118
1902,Timor-Leste,25.5445
1902,Togo,26.409833333333335
1902,Tonga,22.493666666666666
1902,Trinidad and Tobago,26.1075
1902,Tunisia,19.975333333333335
1902,Turkey,11.625
1902,Turkmenistan,15.154333333333334
1902,Turks And Caicas Islands,26.334999999999997
1902,Uganda,23.150833333333335
1902,Ukraine,6.589916666666667
1902,United Arab Emirates,27.850333333333335
1902,United Kingdom,8.0015
1902,United Kingdom (Europe),8.1735
1902,United States of America,8.453999999999999
1902,Uruguay,17.380416666666665
1902,Uzbekistan,12.7565
1902,Venezuela,25.060083333333335
1902,Vietnam,23.84841666666667
1902,Virgin Islands,26.209583333333338
1902,W. Sahara,22.414833333333334
1902,Yemen,26.042083333333334
1902,Zambia,21.23225
1902,Zimbabwe,20.90216666666667
1902,eSwatini,18.373583333333332
1902,Åland,3.439083333333333
1903,Afghanistan,12.986416666666669
1903,Africa,23.683916666666665
1903,Albania,12.543833333333334
1903,Algeria,22.555666666666667
1903,American Samoa,26.331666666666667
1903,Andorra,10.768500000000001
1903,Angola,21.58475
1903,Anguilla,26.506416666666667
1903,Antigua And Barbuda,26.320333333333334
1903,Argentina,14.376083333333334
1903,Armenia,8.028
1903,Aruba,27.938916666666668
1903,Asia,7.1010833333333325
1903,Australia,21.176750000000002
1903,Austria,6.240083333333334
1903,Azerbaijan,10.748666666666667
1903,Bahamas,24.744416666666666
1903,Bahrain,25.274416666666667
1903,Baker Island,25.144750000000002
1903,Bangladesh,24.91125
1903,Barbados,26.32675
1903,Belarus,6.779916666666668
1903,Belgium,9.560166666666666
1903,Belize,24.642166666666668
1903,Benin,26.309250000000002
1903,Bhutan,11.7515
1903,Bolivia,20.4095
1903,Bonaire-Saint Eustatius And Saba,27.166583333333335
1903,Bosnia and Herz.,10.459666666666667
1903,Botswana,21.450416666666666
1903,Brazil,24.574583333333333
1903,British Virgin Islands,26.275916666666664
1903,Bulgaria,10.703916666666666
1903,Burkina Faso,27.376833333333334
1903,Burma,23.665666666666667
1903,Burundi,20.187083333333334
1903,Cambodia,26.576833333333337
1903,Cameroon,23.81266666666667
1903,Canada,-5.302583333333334
1903,Cape Verde,23.869083333333336
1903,Cayman Islands,26.487333333333336
1903,Central African Rep.,25.010333333333335
1903,Chad,26.552833333333336
1903,Chile,8.99675
1903,China,6.1745833333333335
1903,Christmas Island,25.566583333333337
1903,Colombia,24.65116666666667
1903,Comoros,25.673833333333334
1903,Congo,24.174000000000003
1903,Costa Rica,25.378416666666666
1903,Croatia,11.364333333333335
1903,Cuba,25.178250000000002
1903,Curaçao,27.367500000000003
1903,Cyprus,18.479499999999998
1903,Czechia,7.893999999999999
1903,Côte d'Ivoire,25.37091666666667
1903,Dem. Rep. Congo,23.745166666666666
1903,Denmark,-18.599833333333333
1903,Denmark (Europe),7.978916666666667
1903,Djibouti,28.323666666666668
1903,Dominica,25.9385
1903,Dominican Rep.,25.48
1903,Ecuador,21.534583333333334
1903,Egypt,22.05275
1903,El Salvador,24.477833333333336
1903,Eq. Guinea,24.325333333333333
1903,Eritrea,26.224666666666668
1903,Estonia,5.833916666666667
1903,Ethiopia,22.620500000000003
1903,Europe,8.004916666666666
1903,Falkland Is.,5.6896666666666675
1903,Faroe Islands,6.247583333333334
1903,Federated States Of Micronesia,26.339
1903,Fiji,24.789833333333334
1903,Finland,1.8796666666666668
1903,France,12.592333333333334
1903,France (Europe),10.200166666666666
1903,French Guiana,25.546583333333334
1903,French Polynesia,26.269333333333336
1903,Gabon,23.8085
1903,Gambia,27.303
1903,Gaza Strip,18.726
1903,Georgia,7.877916666666667
1903,Germany,8.402416666666667
1903,Ghana,25.86675
1903,Greece,14.599166666666667
1903,Greenland,-19.146916666666666
1903,Grenada,26.71591666666667
1903,Guadeloupe,26.19775
1903,Guam,26.402
1903,Guatemala,22.64
1903,Guernsey,10.826749999999999
1903,Guinea,25.126500000000004
1903,Guinea-Bissau,26.5295
1903,Guyana,25.799333333333333
1903,Haiti,26.253083333333333
1903,Honduras,24.363583333333334
1903,Hong Kong,22.212333333333333
1903,Hungary,9.950666666666667
1903,Iceland,0.6740833333333334
1903,India,23.767416666666666
1903,Indonesia,25.423000000000002
1903,Iran,16.85925
1903,Iraq,21.282500000000002
1903,Ireland,9.150416666666667
1903,Isle Of Man,9.201583333333334
1903,Israel,19.119333333333334
1903,Italy,12.47375
1903,Jamaica,26.089083333333335
1903,Japan,11.843333333333334
1903,Jersey,10.826749999999999
1903,Jordan,18.895083333333332
1903,Kazakhstan,4.3012500000000005
1903,Kenya,24.03425
1903,Kingman Reef,26.501666666666665
1903,Kiribati,26.1725
1903,Kuwait,24.331666666666667
1903,Kyrgyzstan,1.4500833333333336
1903,Laos,23.292333333333332
1903,Latvia,6.304166666666667
1903,Lebanon,17.24533333333333
1903,Lesotho,13.306
1903,Liberia,24.992833333333333
1903,Libya,21.76325
1903,Liechtenstein,4.573666666666667
1903,Lithuania,6.783083333333333
1903,Luxembourg,9.243333333333334
1903,Macau,21.963916666666666
1903,Macedonia,10.440583333333334
1903,Madagascar,22.573916666666666
1903,Malawi,21.435166666666664
1903,Malaysia,25.544416666666667
1903,Mali,27.869416666666666
1903,Malta,17.859750000000002
1903,Martinique,25.9385
